"ROWKEY","COMMCONTENT","COMMLEVEL"
"1096329","名不符实，并且人太多，不值得前往","3"
"1096330","我买票的时候怎么不提醒要2个小时后才能取票？等两个小时后要取票的时候，又和我说要排队3小时，问我等不等，3个小时后都停止营业了你说我等不等？无语死了，本来挺期待登上东方明珠看看夜景的，真是闹心！而且售票厅在哪里也没个指示牌，一问在楼梯底下那些帮摄影的工作人员吧，就说在门口旁边，可是有3个门口啊！哪个门口旁边不能说清楚一点？我们是游客又不是本地人，不给点指示牌估计大家都以为在一楼大厅取票吧？","3"
"1096331","网上订票没有提示60岁以上门票收半费，到了景点才知道。两个人多花了40元，下次不打算网上购票了，也不敢相信途牛了。","3"
"1096332","2付款之后约二十分钟才收到短信，害的全家在公园门口苦等","3"
"1096333","没想到都是儿童票。害我全买了全价票。","3"
"1096334","坑的一匹，真的太坑了还提前预订我真的是想哭，大家不要顶","3"
"1096335","大家不要买了 都找不到地方用","3"
"1096336","除了硬件的灯光做的很绚丽，里面啥都没有，感觉主办方不太想让人知道举办了这个节目，里面一些互动环节的活动都没有了，就是买了门票进去看半小时灯，就回来了","3"
"1096337","态度不好","3"
"1096338","去玩一定要选好时间 人啊 真是多 玩的项目也就那几个 排队要排四五个小时，早上九点进去 12点果断出来，一个项目都没玩 里面的东西也超贵 而且还不好吃 再也不想去了","3"
"1096339","途牛定的票，说是原价120，优惠价80。实际上景点售票处的票价就是80。有点被玩的感觉！取票还算方便，其他的一般般吧！","3"
"1096340","还不错还不错还不错啊","3"
"1096341","已经到了景点被告知票不能取，自己重新买票，第二天退回的订不过票钱被收了管理费、不按订票价退，上次在他家订的房子也是，朋友原订购的单间，后导游给安排的合住，退房差的钱中硬是被扣去40元，这个网站吃住行的安排不知是倒几手。极差！","3"
"1096342","景区真是‘’自然景区‘’，没人管理，往山上走的路很脏，还有很多小飞虫一直在你眼前，随着你一路上山，很不爽，走了十分钟返回了。","3"
"1096343","对不起这个价钱，十分垃圾","3"
"1096344","要在外面等一段时间，。。。","3"
"1096345","景区太差劲了，压根不需要门票","3"
"1096346","看外面蛮像北京的，，但路也太长了。。。明星没看到。。重点是连一张床都没有、","3"
"1096347","今天买了一张成人票，一张小孩票。成人票迟迟不出票。最后，只好取消。当场买贵票进去。","3"
"1096348","早上七点多在途牛网订票，给我发短信说稍后发来验证码，等我们一行人八点多到达景区门口，验证码迟迟未发，却有驴妈妈发来一个八位订单号，景区工作人员再三强调验证码是六位数，并且在机器上输入后无效，我们足足在景区门口等了一个小时，九点五十的时候我们无奈之下在售票处重新买的票，将途牛网订单取消，却取消不掉，显示已办理紧急入园无法自行取消，必须打客服电话，试问一下我们本就是出来玩，有多少时间让你们耽误了？？且不说之前给我们带来多少不便，事后一个又一个电话打给我要求我给你们客服打电话退票，请问我是出来玩的还是跟你们周旋的？？然后客服告诉我款项在7到15个工作日会退还给我，我就呵呵了……扣款的时候为何不等成功取票之后再扣款？？我们没有取到票，退款耽误那么久是什么道理？？","3"
"1096349","还可以吧，孩子玩开心了就好，人太多了","3"
"1096350","标题是玉龙雪山门票，结果是车票，呵呵","3"
"1096351","非常坑爹，定票的时候显示去普达措的，结果给我们派的车去雪山，中午12点就回丽江，没时间，我们只好自己买票回丽江。","3"
"1096352","天热人多。东西贵，矿泉水10rmb","3"
"1096353","没去，还不给退门票，无奈","3"
"1096354","到景点后网上买的票，打了3个电话才能人工出票，速度太慢，差点赶不及逛博物馆","3"
"1096355","服务态度挺好的，取票也挺方便的，就是为啥是最后一排的座位？虽然车子里味道挺大的，坐后面还可以开窗户透透气，但是还是觉得坐后排比较颠簸一点！","3"
"1096356","太次了！！！景区修缮，就是电瓶车带着开了一圈，两边都是树，什么风景都没有！！！工作人员毫无服务可言，态度特别差！！！太坑了！！！","3"
"1096357","景区内到处都是收费项目，坑啊。","3"
"1096358","不好，态度不行额额额额额额额","3"
"1096359","，订购完我还电话预约了，结果没给我票，致使我早上五点多起床排队买竹排票。","3"
"1096360","服务实在太差了，连个毛巾都没有换，还有，很多池子没有水。","3"
"1096361","很差。我订了去烂苹果乐园的亲子游，我没去，但工作人员说门票不退，你们说恶心吗？","3"
"1096362","太次了，特意在途牛订票，提前一周就预定成功。结果游玩当天别的网站订票的都顺利取票，只有我们说无此订单，景区服务员反复试验了若干次也取不出票。还是鹿回头的景区经理帮我们协调，在电话确认我们订单有效、没有打出门票的情况下让我们进去游玩了。","3"
"1096363","这个根本没有去，浪费了，退了另一个钱多的门票，这个就不给退了！晕！","3"
"1096364"," 场景不错，服务也不错，就是温泉质量不好","3"
"1096365","这种天还是不要去水魔方凑热闹了，随便一个项目最少排队一小时以上，造浪很大，人也多就是下饺子。另外景区门口有大量的黄牛直接卖160比网上预定便宜，据说景区免费给了附近村民大量的票。总体就是：人多，价高，不值。","3"
"1096366","景区还可以但是服务是真的垃圾。还有许多捆绑消费没有下次了","3"
"1096367","景区管理混乱，村民堵路闹事，不交过路费不让通过！总之这次对万仙山之行印象极其的差！以后不会再去了！","3"
"1096368","套票设置一点都不合理，只能在同一天使用，害我损失几百块，操！","3"
"1096369","人多就不说了 取票口网络问题干等近半个小时 ","3"
"1096370","长城票还方便的。这个不满意给售后。之前原价订的演出票显示赠票请勿出售。别的人是正常票。。售后莫名其妙来个电话说看到满意度不高后让我评价。问她。对我的疑虑有解释吗？答啊。你写了什么。我去看一下。。你不知道我写什么打什么破电话。做什么售后啊。完成任务啊。怪不得这几年对途牛感觉越来越差。去年订邮轮一看途牛包船愣是改了期。都是你这种不负责任的人搞得。最后说去了解一下给我答复。至今无果。。。。。。","3"
"1096371","散拼的模式，根本没人管！","3"
"1096372"," 网上说明与景点处不一致","3"
"1096373","劝告大家别订这个套餐了！自助餐有规定时间、往返雪山各种排队等待时间根本掌握不了、两张自助餐票餐厅说可以找途牛退订、但途牛居然说没的退！呵呵、想骂人了！赶紧卸载了！","3"
"1096374","没有找到地方并且入住景区根本无需买票浪费钱浪费了","3"
"1096375","途牛订票很优惠，但是景区服务太差，儿童租车收费太贵，且服务人员态度差","3"
"1096376","因为涨水有的景点去不了，但票价还是原价","3"
"1096377","去时从德胜门坐车到八达领，要走约40分钟才到缆车点，有些远了。取票挺方便的。","3"
"1096378","也许天气凉了 去的熊猫都在睡或背对坐着吃 吃 睡 唉…可惜了 带老妈去看下有点失望吧 各位去时不用坐车的，跟车线路上就好 很近的不高 我一小时内逛完出来了","3"
"1096379","景点太一般了！收费太没意思了！","3"
"1096380","不好玩，玩的地方太少了","3"
"1096381","一般吧！水质一般，但是娃玩的很开心。","3"
"1096382","第一次订购就惹一肚子气，在景点门口外足足等了一个小时，原因是网站没给我发二维码，打了无数个电话催，因为这我们都没有按时进景区。投诉","3"
"1096383","没有什么玩的看的，就是石头和水，连石头造型都是有人工痕迹的，不需要门票的话看看还可以，不值票价啊","3"
"1096384","不满意。预计3.5小时的游船，实际只2小时。","3"
"1096385","都别用途牛了，取消订单不能在网上，还得人工客服，，客服一个个牛逼的要死，，就是不给你取消，不管你，下雨了，能不能去，，就是不给取消，，本人准备拆卸，还得携程驴妈妈靠谱～","3"
"1096386","预定的门票也不是很划算，也就是比景区少了几块钱，关键取票实在让人窝火，发送的短信验证压根就打不开网址，到了门口光是验证码就来回折腾了一个小时，春节人多，天气也不好，就在寒风中站了一个小时等待涂牛的解决，电话很快可是解决不了实质性的问题，一直让联系这个联系那个，最后还是门口的小哥看着无奈，找他们领导解决了问题，要不然估计这个门票就能继续纠结下去。这已经不是涂牛第一次出现这个失误了，拜托以后不要承包出去，不经过审核的旅行，基本上都会出现问题","3"
"1096387","坑爹 途牛网 太坑了","3"
"1096388",",对导游很不满意","3"
"1096389","，水魔方真心没意思，管理太混乱了…","3"
"1096390","非常不满意，都坐上火车了才被告知团的票不能用要自己去景点买门票。一路都在担心能不能买到票。真心无语啊！","3"
"1096391","坑的要死 没意思","3"
"1096392","没想到夏天周四人还那么多，管理混乱，观光车要排队坐，露天等了30分钟，热疯了！里面很多项目都是要另外收费的，儿童主题馆所以都要收费，只要是收费基本都没有人，自动售货机里面基本都是康师傅，好像是被康师傅独家买断了，景区管理人员一口的台湾腔，应该是台湾老板承包的，因为排队很多项目都没来得及玩，20元的游览车只坐了两次，除了人多就是人多，比起去东方盐湖城差太多了，这次很不值得，一回头的事，下次我是一定不会去了！","3"
"1096393","坑人的，没有玩，又不能退钱，要玩的话，就必须去他们的公交，不然不给去，而公交的费比景点的还贵，他奶奶的，要玩建议千万不要途牛订","3"
"1096394","里面一份那么难吃的炒饭收50，东西很贵，对小朋友不能再优惠些吗？很多玩的小朋友根本要不到","3"
"1096395","下雨天 什么都看不到 路牌标示不清楚 好多都没完善称不上4A","3"
"1096396","我没取到啊，时间好早就不兑换了","3"
"1096397","别的网站预定才几十，途牛网太坑爹！","3"
"1096398","游玩当天中午不给我退票，服务太差","3"
"1096399","不建议去，很小的一个岛，就一边，除了海上项目什么都没有 ","3"
"1096400","不想给分了，上次出国游还不错，这次就~~~~ 大热天陪老婆和父母跑过去世界之窗，拿身份证到窗口取票，说是查不到此身份证订的票，报了订票手机，也说查不到。客服说购票的短信呢，突然发现订票时压根就没收到短信~~因此还好老婆逗了气，影响游玩的心情啊~~深圳的大热天来回在窗口问来问去，最后售票窗口客服给了途牛的客服电话，打了三四次都是没人接~~~","3"
"1096401","还行、一般来说一般般、订票赞赞","3"
"1096402","景区有些地方关门不让过。","3"
"1096403","票必须在黄湾才能出，换票跑了两次！打车就花了80块！！排下行索道花了1个半小时！！","3"
"1096404","拍了一个多小时的队去看加勒比海盗，都快到了，居然也不通知一下什么情况，就直接网上APP来一个暂停服务，不道歉就算了，也不说个为什么不能开，草草发一张快速通行证了事，结果到晚上9点半过都不开，请问这个所谓的通行证有什么用，再说了大人站一个多小时脚都要断了，娃娃简直受不了，小孩都在排队哭成一团，而是还没耍成，又不是等10分钟，那么久，也没个高音喇叭提示一下，那么贵的门票，真是差劲极了，只顾自己收钱！必须差评！小孩的恶梦，一路上问了好几个孩子都说再也不来了！一点都不好玩！","3"
"1096405","门票下次不敢在途牛定了，根本入不了园，现在是旺季，耽误了我们好多时间，最后自己在售票处买的票，还不能刷卡，到现在差价还没给退回来","3"
"1096406","这次出游很不好，在网上预定好门票结果到景区说代码过期不能用了，可预定的时候明明说是与遇到恐龙展加10元就可以的，最后还是全价买的门票，太郁闷了~~~","3"
"1096407","天气原因水上公园不能玩，不给退票也不给换票，花的套票的钱，只体验一个项目","3"
"1096408","行程安排不合理，一是购物点安排时间较景点较长，二是行程安排上海登高是自费项目，我们这些不参与的客人跟着在环球大厦下等，从6点多一直等到凌晨1点才回到宾馆，只是休息不好，特别是小孩子，次日的迪士尼没有充足经力","3"
"1096409","服务太差，门票预定没有什么优惠，还被导游忽悠做了梅峰岛的缆车，两分钟就到山顶，完全没有必要坐，导游说在缆车上可以看到最美的风景，其实只是一闪而过；另外，到什么渔乐岛根本是忽悠大家去看表演，整个岛毫无风景可言却逗留了很长时间，奉劝大家一定不要定途牛的门票，浪费宝贵的旅游时间，也浪费钱！","3"
"1096410","10/1预定了10/3的2张东平森林公园成人票，由于10/3临时有急事 ，无法前往 ，早上7点多上网站想退票，显示 无法操作 ，眼睁睁看着两张门票浪费了，无语啊， 这样的情况，你们也算出票成功的吗？","3"
"1096411","需要体力支撑，需要玩五小时，徒步。途牛票跟景区一样的。","3"
"1096412","骗人的，标题不写要买景区门票，里面一小行字才写，害得白白又到现场买贵的景区门票！现场工作人员看着套票一脸懵逼，没见过！","3"
"1096413","根本就无法取票，只好去退票","3"
"1096414","，我的退票退了五天了，都没有消息","3"
"1096415","没有多大的优惠，还不如直接下高铁有人卖票还送上门。","3"
"1096416","什么叫学生票 ？小学生 高中毕业生就不是学生了吗？","3"
"1096417","导游和司机不太专业，景区讲解员很好。午餐差的很，很不好吃。完全可以自己去，可在7点之后火车站坐915或游5直接到，价格7之10元，车有很多，3－4分钟一班，返回时也是这样子，不过要往出景区大门右手走500米左右。","3"
"1096418","时间紧凑没做好攻略根本就来不及玩，去景区的306路公交车要求先到华清池，玩了骊山后再去兵马俑就是下午三点半了，被告知最后验票时间是下午四点，行李寄存是下午五点关门。但我们原还想先去秦始皇陵的，发现来不及，只能先进兵马俑。一路非常紧张导致三号坑来不及看。再背个2个大包去秦始皇陵非常痛苦，都没怎么玩走了一小圈就回去了，发现是这次西部旅游最坑的一个景点。最后被骗上的一部标牌是306大巴，收了10块，比正宗306多收了3块钱，但这车还不走高速，要走就再多收3块钱共13元。下车后一看变成914路了，原来是914路在玩狸猫换太子的经典骗局。这种坑人的公交系统，网上说西安交通局被投诉很多次了一直每有效处理，估计市政府班子是不想管了，强烈建议媒体记者调查介入，不要再坑后人了！兵马俑让我对西安城市公交有了进一步防范意识！强烈谴责西安公交！","3"
"1096419","预订也没有优惠，跟现场买一样的价格，而且取票也跟窗口买票的一样排队等了至少半个小时，估计是十一人多的缘故，","3"
"1096420","那天太热 太阳晒死 好几个景都没进去 只是小火车经过 望一眼。 老公说 有佛的地方就乱收费。真心的。观音底下的大殿 景区明目张胆的说 支持下景区建设 要88元才让进去 恶心的哦。","3"
"1096421","风景一般。索道破旧。到了山顶，不如山下。空气还是不错的","3"
"1096422","不要抱太大希望，最坑的是景点玩所有要泳圈好玩的都要钱，不是一票制的，暴风山洪，梦幻太极其实就是舞台剧知不过效果好点。。。一句话横店就是坑，布值得去","3"
"1096423","排队时间太长了，大部分时间都是在排队中度过","3"
"1096424","本来孩子1米4买半票，途牛网付款接待人说买成人票，如果不是导游在，我恐怕都进不去，检票员还认为我是危险人物，我去了许多地方，接触了许多旅游公司从来没见过。导游也是自费项目孩子半价全要全票，从中赚钱，太黑了，大家注意，我是再也不去途牛定票旅游了。","3"
"1096425","人多、地方小、空间也小，感觉不好","3"
"1096426","游友们，千万不要在这里定票，超级大骗子，不给退票，霸王条款，吭爹没理由的吭。点评不给星还发不了，真恶心！！！！","3"
"1096427","人多的可怕，无法言状。烈日之下，团体购票还得列队等待。体验很差，不明白都这样饱和了，还在卖票放人。还好工作人员训练有素，臃而不乱。快乐剧场的动物表演由于是室外露天场所，还是值得一看。馆内表演倒是缩水了。","3"
"1096428","，在景区等半天没等到短信，没法换票，最后没进去成","3"
"1096429","红海滩太一般了，可能没赶上最好的时候，一点都不红，没意思","3"
"1096430","一点都没有优惠，到景区现场买一样的价格，还提前一天购买，搞脑子啊。景区随到随买，价格一样！差评！","3"
"1096431","就一句话。商业化太严重了","3"
"1096432","非常糟糕的一次旅行，吃的太差了，有的设备还是定时开放，不是所有时间都能玩的，然后就只能去温泉里泡着了！","3"
"1096433","好半天拿不到票，让我一度对途牛失去信心。","3"
"1096434","途牛简直垃圾啊，千万不要定，节假日期间头天晚上预定的，一直显示出票中，打客服400电话，居然提示你拨叫的号码错误，还担心着了钓鱼网站的道，又担心第二天买不到票。无奈等到第二天到景区门口网络售票和普通售票一起排队，期间一直拨打400电话，9点以后终于通了，咨询客服也不能给出明确的出票时间，建议我在景区普通窗口购买，（可是我已经付款了），客服承诺不消费可退，我信了，就说尽量出吧，两边都排着，景区人太多了，长蛇阵啊，一大家子人，一个多小时后，结果网络出票口排到了，没短信只好放弃，普通窗口普通票买完5分钟，短信来了，简直无语。立马打电话给客服申请退款，问什么时候可以退款，这个接电话的客服就犹豫了，含混其词，说稍后有工作人员联系我，现在十多天过去了，多次打400电话得到的结果都一样，很忙还是推脱？400多块钱，我不要都无所谓了，只是觉得途牛这么大个公司，辜负了我的信任，连个网络上的资助取消预订都没有","3"
"1096435","黄山和门票和索道、以及宏村的门票都是在途牛上订的，黄山部分取票什么的都挺好。就是宏村的门票出了问题，在网络预订时并没说必须从大门口进入才有效，而我走的侧门，虽然有预订短信、电话和有效证件也不让进，说电脑中查不到预订单，结果导致被网络诈骗人员冒充途牛客服骗去好几百块钱。省了这十几块钱，吃了大亏了","3"
"1096436","非常不满意。因为本溪水洞不认途牛网只认同程网根本就不能用。","3"
"1096437","景区本身也有优惠，实际上只便宜了5元。","3"
"1096438","所订的两张成人票在景区出票时被给成儿童票，所以坐船时，被要求补40元钱后才能坐。所谓的网购优惠跟现场购买毫无区别。有被欺骗之感，昨晚向途牛客服反映，回复说给尽快解决，但是直到现在——第二天晚上九点多，也没有得到回复；再打电话，还是客气地说给解决，不知是真给解决呢，还是故意拖延应负，剩下的只有无语……","3"
"1096439","靠，居然卖过期票！！！！！！！！！","3"
"1096440","听了一个点的，感觉还不如自己看看。","3"
"1096441"," 信息不准确！","3"
"1096442","快艇挺骗人的，出去一圈回来了没二分钟完事了","3"
"1096443","取票挺快的，这是7年后本人带公司团队第二次去游玩，感觉没什么变化，最大的变化就是景区漂流服务工作人员态度太差，对皮艇游客未按标准坐着和游玩的，大喊大骂，且一直说个不停，好像欠他几百万一样的，严重的景区管理问题，严重影响游客心情。","3"
"1096444","这次戏水之行总结起来就是俩字 失败啊，，游乐场人满为患，戏水项目基本都在排队中度过，最短要排一小时最多3-4小时，还玩个屁啊，导游欺骗消费，游乐场物价高无服务，差差差差很差","3"
"1096445","完全是浪费时间不推荐","3"
"1096446","，不满意有几点，1、小小孩收费高，小孩还不包括门票。2、目的地住宿太差，伙食标准不明确，吃太差。3、承诺事项未对现，如送礼盒等。","3"
"1096447","星期六人太多了，整个花钱买罪受。全是人，什么项目都没玩到。去了后悔死了。","3"
"1096448","感谢园区对国人消费水平的认可，难关外国人都说中国人傻，钱多。园区人员接待不热情，设定不够人性化，看官网说花了几百个亿建的，怎么开业一两天，这个设备故障那个玩不了，不是我看错了吧，几百万建的吧，这质量我只能呵呵了，不知道安全措施达标了吗，下次去的勇气都不知道在哪里！","3"
"1096449","太差了，一直给我错误的取票码，耽误了半小时的时间","3"
"1096450","到了那里，竟然不能用，说是和途牛合同还没签，不承认的，查询不到。自己内部没弄好，产品就上架，然后钱也不退给我。真无语了。","3"
"1096451","到景区门口竟然说无效票.二维码刷不了,身份证刷不了,打客服电话也不通!","3"
"1096452"," 网上报价明明是100！结果去取票告诉我没有了只能是130的无语！","3"
"1096453","岛上4G网速不行 买这个简直就是浪费钱 会不停让下载App 所以还是在有Wi-Fi的地方弄好了再上岛吧","3"
"1096454","预定付款后一直没有收到短信邀请码，到景区无法兑换门票，又客服电话3次等了快一个小时才收到短信，太折腾了！！！","3"
"1096455","途牛发的短信，到了景区根本验证不了！又打电话给途牛，来回沟通！","3"
"1096456","人超多，管理不善，已经购票进去租箱子还要付钱。更衣室胀得很，水池里水也脏，昨天去的，总共进去半小时就出来了，今天我和女儿的皮肤痒得很。幸亏没在里面呆时间久，以后再也不会去了。","3"
"1096457","都停用了，去了别的还要自费","3"
"1096458","提醒大家还是去正规的网站购买票吧，遇到雷雨天气不适合出游，退票居然要15天内才给退款。不想吐槽！","3"
"1096459","描述误导消费者，浪费我钱","3"
"1096460","一群人去衡山，大年初五，下着雨，零下几度，淋着雨在门口排队排了3小时才取到票，景区取票点售票点一个位置，价格也一样，没有任何优惠或者便捷！！这点非常不满！！图一就是排队取票，买票的人，都是全部挤在一个入口，试问，网上购票有何用？？？非常不满意","3"
"1096461","景区一般，景点不多，兰花谷多是盆栽的植物，园内二次消费多，唯一亮点就是游览车了，盘山道还蛮有意思的。","3"
"1096462","我们是网上订的票，到景点人家说网上预定不到三个小时不让取票，可网上明明写的是两个小时，让我们在外面多等了一个小时！里面太脏了！水也不清！服务态度不好，管理人员少的很！","3"
"1096463","根本没有优惠，现场订票是150票价现场补了30","3"
"1096464","一点也不好，买错了还不让退，车票都允许退，不人性！","3"
"1096465","首先说，价格一点优惠也没有，其次，取票地点不在景区售票点，是一个旅行社，仅是短信提醒，正好我没看短信，直接跑到景区，后来为了取票，又往回返了半个小时的路程，问题是返回后，旅行社说又要到景区售票点，当初打电话，就怎么也不行，说必须返回来取票，最后打客服有一个客服说，你自己没看清短信，没办法解决，后来换了个客服，就给补偿了50旅游券，主要是，抱着好的心情旅游，却被搞得很不爽，大家要谨慎购票!","3"
"1096466","太不给力了，我都到了售票处了，又开车走了4.5里路去一个小旅行社取票，被说教了半天，说山上的香很贵，要不要导游什么什么的。差劲。有种被骗的感觉。一分钱都没有优惠。耽误了行程。不建议购买","3"
"1096467","我都没打开，显示我已使用，亏了","3"
"1096468","非常不满意。取票相当不便捷。根本没有工作人原联系你怎么取票。到哪里都说你这票不是在这取。最后差点儿没看成表演。紧跑慢赶才赶上。是这次旅途中最生气的一次预定。以后不会考虑这种取票方式。太生气","3"
"1096469","服务、菜品都差，不值得去","3"
"1096470","求求大家，一定不要去，会被坑死！当地人过去十元，外地人一百多。4D电影也没人指挥，我们路过直接走出去了，想回去看电影结果工作人员不让去，反正太坑人！途牛至少拿了50以上的回扣！！！","3"
"1096471","真的太差了！一点都不好玩，很失望！","3"
"1096472","动物园的动物感觉要成精了！河马看见人来了就张嘴要吃的！熊一个劲的做辑恭喜发财就为要吃的！","3"
"1096473","千万不要买！工作人员都不知道地震台在哪","3"
"1096474","景区服务欠佳，找不到工作人员。诱导收费项目太多。买二斤煎饼就6个，缺斤短两，找不到投诉的部门。不过里边的景点还好","3"
"1096475","途牛的客服都是肿么了，一个人一个说法，尤其最后一个男客服，应该是8月23日12:57打来的电话，工号应该是2363还是2369，不管问什么问题就会说一句，不能退票和改期。之前一个客服说天气原因12点前可以改期，第一个电话我12:10分打去的没有人接，真是时间就是金钱呢...还真没感觉到VIP的礼遇，汗.......一星都不想给的","3"
"1096476","订票时错把137的儿童订成了成人票，不退不换很不满意，亏了211元，而且人多到爆，安检排队，检票排队，玩一个项目3分钟，排队却排3个半小时，排队排到腿疼，还好孩子大一些，稍小的孩子哪受得了，大人都几乎崩溃了，十分不满意。","3"
"1096477"," 19点的订单，一直没收到短信，电话资讯后说工作人员下班，几经周折，都21点多才收到短信，产生不信任感。 不过客服服务态度值得表扬。","3"
"1096478","去年淡季去的时候还挺有意思，今年国庆去所有动物都被圈起来完全没有开车进园的意义，全程堵车看不到动物，简直浪费时间浪费汽油，完全是在骗钱，设施服务处理不了高峰，差评","3"
"1096479","按链接的网址下载了应用，按步骤输入验证key，验证码，可怎么也无法使用，一路乐成了一路闷，还不如自己看，有点上当受骗的感觉","3"
"1096480","演出不好看，据说这演出在几年前是满座的现在看来质量缩水了许多，演员也少了，内容无聊不知道要表达什么故事，总之非常不值票价","3"
"1096481","不好玩，里面太小，票价真心太贵，有点坑人","3"
"1096482","青岛还有个海昌极地海洋公园，肯定比这好，因为这里实在人太多，场馆昏暗拥挤，流量没有控制或接待量不足，就知道进人，厘里面水泄不通。海捜兽馆小的可怜，海龟，海豹企鹅几只动物，还气味不好。人鲨共舞也是人山人海，看一拨换一波，不想多待啊","3"
"1096483","位置在火车站旁边，附近景点集中（鲁迅公园，海水浴场，海军博物馆）。但是，人相当的多，没有任何管理或流量控制，里面大部分是大水池，光线昏暗。","3"
"1096484","跟高峰期的公交车有一拼，景区也不限流，浏览一半就从紧急出口出来了。","3"
"1096485","这个地方就是鸡肋，不去近在眼前，去了后悔万分。如果如果皇家或者苏州园林的就不要花这30块了，只不过是皇帝来泰山的一座行宫，没啥看头！","3"
"1096486","回京在东营住宿一晚，然后来这里。不让开车进去，只能坐免费大巴，但是，大巴不多，人挤人，特别是回来的时候，就像北京上班高峰的公交车。。。90元的门票钱，太不值了。也没有多少景色，就是芦苇，鸟也没看见几只。上当啊。。。就这还4A景区呢，不知道怎么评的，拿钱买的吧？","3"
"1096487","很多设施已老旧，景点没有趣味，也没有多少玩的。坐着电瓶车转了一圈，不如洪泽湖湿地的好玩。","3"
"1096488","孔林真的可以不去就是一堆坟没有景色完全可以不去","3"
"1096489","景点不错，管理坑爹，景点不错，管理坑爹","3"
"1096490","除了大猩猩没啥可玩的，水龙王维修中，服务人员态度不好，买个喝的还贵的要死，以后再也不会去了。","3"
"1096491","由于出行时间的问题，荷花还没有完全盛开，没发体会美不胜收的感觉。岛上的设施可玩性不高。","3"
"1096492","没看头，就是一堆坟墓，进去坐电动车另外花二十块，十几分钟就出来了，真不知道怎么这么大名气","3"
"1096493","再也不要去了，门票太贵，景色一点点，就是个噱头，啥也没有。","3"
"1096494","我们是让导航导到湿地来的，实在没有什么好玩的，根本不值，特别需要提醒大家的是，在出口处卖鸭蛋的是假的，全是化学原料做的，害人害己，挣昧良心的钱。","3"
"1096495","性价比太差！门票那么贵，60岁以上老人还没有任何优惠！","3"
"1096496","景区设施简陋，给游客感觉破烂不堪，去过了一次就在也不想去的地方。","3"
"1096497","是真垃圾，去哪也别去这，没几个人。还整么偏。这女的素质更没法说","3"
"1096498","全是人造景点，一种土财主的样子，去的时候天气很热，遮阴地方很少，很多牌楼，园区也不大。","3"
"1096499","还未开始玩了，体验非常差，从10点开始排队，排到1点，购票很慢，进门很慢，排队等游览车很慢，极其建议不要来！破地方！从来没见过","3"
"1096500","一个车上来的时候二十多口子人 来的时候挺好 走的时候就拉走个个位数 剩下的都没赶上车！集体打电话让司机师傅等等给导游打电话回来再接一趟导游直接翻脸不认人了 真够 说坐公交车吧跑到公交车站跑了一个小时还不让自己开车不然没法团 玩了一天了都累的了不滴还得再跑回去 这什么玩意","3"
"1096501","观塘温泉很美了，服务态度不错，风景美！我们还会再过去的，流连忘返。","3"
"1096502","没什么人全程包车登山性价比低。确实是没啥看的","3"
"1096503","只说好的，晚上的演出很不错，值得一看，其他的真没有必要花那个钱","3"
"1096504","房间内设施陈旧，卫生间返臭味，电视机无法看。饭莱质次价高。服务尚可！","3"
"1096505","今天天空下着雨，也阻挡不了孩子们的热情。参观过程让人惊叹不已，感谢大自然地雕刻。尤其是漂流必须要的，不要错过呀！","3"
"1096506","应该到的地方。但大家不要上孔林内电瓶车的当。一旦坐电瓶车会绕一大圈才到核心地段孔子墓，而出来仅一小段路。即完全可以沿出来的路用极短时间走到孔子墓。且电瓶车1人20元。用老祖宗的墓来卖高价电瓶车票，真是有辱斯文哪！","3"
"1096507","千佛山景点风景很不错，携程票价竟然没有现场微信购票便宜，现场微信购票便宜五元，携程三元，携程我去。","3"
"1096508","冬天还是不要去了，水也都结冰了，冷冷清清的，小年那天刚去的，在那呆了1个多小时就呆不住走了","3"
"1096509","微山湖真的很让人失望，两个人坐船，被坑！司机老是说要加价带你多看风景！","3"
"1096510","去看萤火虫的时候人太多了。本来刚进洞的时候有的凉，这会又太热了，人挤人呀。萤火虫也不多","3"
"1096511","服务设施比较差，重复收费现象严重。交通不便利。","3"
"1096512","刘公岛这个景点比较坑，赶上下小雨，排2个小时队伍才上船，到了刘公岛，刚下船就被通知下午1点末班船返航，给留下游玩的时间只有不到1个小时。草草的坐了游览车迅速逛岛一圈，就返回。又是一顿排队，回来2点左右。觉得卖票的特别坑，只管卖不管能不能玩的上，太坑了。很不地道。差评。两条经验：下连续的雨就别安排去刘公岛玩了，除非住岛上，早点儿去，要不排队时间太久。","3"
"1096513","泰山温泉，周围环境景色很美，室内小池子温泉水不干净，泳池水太凉。一般。","3"
"1096514","付出旺季旅游景区门票的钱，得到的是荒野公园的服务。不会再来了。","3"
"1096515","全新的建筑，好像不太值门票钱。","3"
"1096516","一个字就是差！可能是因为天气冷的缘故，里面冷冷清清，什么表演，连个人影都没见，还70块钱一张门票。","3"
"1096517","可能时间有点久了，感觉设施有点旧","3"
"1096518","相当差的地方，服务人员头脑死板，特别差，里面的宾馆更差，看着挺气派，都不如泰山脚下的小客栈！希望大家都不要来，温泉就是人造，特别脏，又不热！","3"
"1096519","去完立刻后悔，对不起票价！还浪费时间","3"
"1096520","讲解器是收费的，窗口买票会给你一张券，你会以为是赠讲解器的使用，可是当你还的时候会被告知收费。","3"
